"cell","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Endothelial Cells","PDK4",6.34470516272222e-54,0.633230694510473,0.671,0.536,1.67354288077124e-49
"Endothelial Cells","S100A4",9.25810396986552e-54,-0.742246314640707,0.822,0.733,2.44201008413143e-49
"Endothelial Cells","DUSP23",1.15238141677494e-53,-0.462643292990754,0.264,0.446,3.03963646302725e-49
"Endothelial Cells","RPS17",5.85931073174538e-53,-0.350646393643701,0.838,0.848,1.54551039171248e-48
"Endothelial Cells","SHC1",6.97993091313878e-53,-0.32692552656271,0.173,0.343,1.84109637695862e-48
"Endothelial Cells","TFPI",1.45974748455836e-52,0.354442667711697,0.895,0.787,3.85037594001959e-48
"Endothelial Cells","CLEC3B",1.7176442846169e-52,0.454679900079759,0.8,0.666,4.53063032953401e-48
"Endothelial Cells","MARCKSL1",1.90552740040464e-52,-0.458982480722467,0.374,0.548,5.02620962404731e-48
"Endothelial Cells","RPL35",2.39336846378916e-52,-0.33242367251929,0.989,0.99,6.31298799693666e-48
"Endothelial Cells","CFI",3.26451317631206e-52,-0.338371770208674,0.169,0.336,8.61080640515832e-48
"Endothelial Cells","CD93",5.67759778242658e-52,-0.399378693051205,0.601,0.767,1.49757996707066e-47
"Endothelial Cells","DAZAP2",5.82262075701716e-52,0.31900736174717,0.874,0.747,1.53583267707842e-47
"Endothelial Cells","TNFSF10",9.99754279779373e-52,0.41648530701276,0.853,0.758,2.63705186377405e-47
"Endothelial Cells","MRPL17",1.18832269587e-51,-0.37325684416111,0.209,0.38,3.13443877489629e-47
"Endothelial Cells","SRP14",1.46868197246122e-51,-0.498141696689687,0.991,0.988,3.87394243876096e-47
"Endothelial Cells","UGCG",1.6103070881733e-51,-0.423388807932927,0.206,0.368,4.24750700647471e-47
"Endothelial Cells","NPC2",2.88527616430799e-51,-0.423215419888299,0.953,0.954,7.61049293859519e-47
"Endothelial Cells","EFNB1",3.18400943778521e-51,0.408509527937921,0.365,0.221,8.39846169404605e-47
"Endothelial Cells","HTRA1",3.83188420053687e-51,-0.298669732736125,0.154,0.318,1.01073609557561e-46
"Endothelial Cells","PCBP1",4.08303343552559e-51,0.339073474820447,0.88,0.76,1.07698172928858e-46
"Endothelial Cells","IGFBP2",4.14545738127392e-51,-0.293036934955689,0.186,0.354,1.09344729345862e-46
"Endothelial Cells","CD34",4.37247529102987e-51,-0.405729110841688,0.405,0.594,1.15332780751495e-46
"Endothelial Cells","TBX3",4.86657258142543e-51,0.399546367342722,0.375,0.208,1.28365584980259e-46
"Endothelial Cells","EGFL7",5.45987321791688e-51,0.334269441779225,0.944,0.892,1.44015075868994e-46
"Endothelial Cells","CYR61",7.20021563115686e-51,-0.615850574278141,0.186,0.356,1.89920087703025e-46
"Endothelial Cells","RPS10",3.09227002080736e-50,-0.502411064679107,0.99,0.991,8.15648063388356e-46
"Endothelial Cells","TINAGL1",4.51921384454108e-50,0.408369828013765,0.579,0.507,1.1920330357746e-45
"Endothelial Cells","CYTL1",4.94797313381833e-50,-0.395868860814241,0.05,0.155,1.30512687350726e-45
"Endothelial Cells","LYST",8.54020851960064e-50,0.435500988544681,0.338,0.24,2.25265080121506e-45
"Endothelial Cells","RPS16",9.84477661916757e-50,-0.345980598274183,0.992,0.991,2.59675672883783e-45
"Endothelial Cells","LIFR",1.0026057006589e-49,0.444745777195932,0.633,0.567,2.64457305662798e-45
"Endothelial Cells","BTG1",1.30845614285068e-49,0.374035127721604,0.95,0.892,3.45131476799725e-45
"Endothelial Cells","IL33",1.79879786108218e-49,-0.486555125520055,0.517,0.697,4.74468911817647e-45
"Endothelial Cells","DDX21",3.01183208341225e-49,-0.409646770715298,0.229,0.39,7.9443094864165e-45
"Endothelial Cells","EVL",5.87658278560483e-49,-0.305057740514145,0.116,0.263,1.55006624135899e-44
"Endothelial Cells","SHE",6.85256168082276e-49,0.33115689487115,0.379,0.261,1.80750019455062e-44
"Endothelial Cells","PTMS",6.9507036837796e-49,-0.325227891473938,0.489,0.673,1.83338711067055e-44
"Endothelial Cells","FGR",1.43049001774e-48,0.320653874551686,0.221,0.104,3.77320351979279e-44
"Endothelial Cells","LMNA",2.19811130421561e-48,-0.424861020953273,0.772,0.796,5.79795818712951e-44
"Endothelial Cells","RCAN1",2.3188898588354e-48,-0.439203256592772,0.166,0.317,6.11653578065015e-44
"Endothelial Cells","MLEC",3.21105692844367e-48,-0.33500445969085,0.105,0.245,8.46980486015586e-44
"Endothelial Cells","TXNRD1",1.06643569520103e-47,0.342471821013246,0.28,0.175,2.81293743323175e-43
"Endothelial Cells","ATP2B1",1.31056181920342e-47,-0.260360442774368,0.111,0.255,3.45686891051286e-43
"Endothelial Cells","RPL22L1",5.10260515500286e-47,-0.339169399232614,0.202,0.366,1.3459141617351e-42
"Endothelial Cells","IRF2BP2",5.89394479715351e-47,-0.328665247126142,0.191,0.353,1.55464581914518e-42
"Endothelial Cells","HPCAL1",6.81376508097905e-47,0.324898381087072,0.478,0.361,1.79726681540985e-42
"Endothelial Cells","FBP1",1.02690207378534e-46,0.253374170134151,0.406,0.24,2.70865960002358e-42
"Endothelial Cells","PAPSS2",1.03883565377867e-46,0.355238729604767,0.577,0.399,2.74013680397199e-42
"Endothelial Cells","MIER2",1.39711471128283e-46,0.331440713287067,0.379,0.243,3.68516947395071e-42
"Endothelial Cells","TMBIM6",1.73904399676451e-46,0.318437018902197,0.961,0.906,4.58707635026575e-42
"Endothelial Cells","LAMB1",2.44878345534048e-46,-0.270757588092136,0.071,0.193,6.45915612015159e-42
"Endothelial Cells","CD109",2.76369527979365e-46,0.382582635511507,0.45,0.348,7.28979903951171e-42
"Endothelial Cells","RPS7",5.76804344288401e-46,-0.349276465757368,0.996,0.997,1.52143681892951e-41
"Endothelial Cells","RPL17",1.2293471024946e-45,-0.358654965769325,0.936,0.965,3.24264885225001e-41
"Endothelial Cells","ANXA5",1.45255772784419e-45,0.347199924350688,0.943,0.881,3.83141151873461e-41
"Endothelial Cells","SFTA2",3.96857349828333e-45,-0.2571420491746,0.034,0.132,1.04679063164219e-40
"Endothelial Cells","IER3",4.97063467857803e-45,-0.532711118305133,0.192,0.352,1.31110430916853e-40
"Endothelial Cells","RPL35A",7.97939100499803e-45,-0.389249026561019,0.995,0.993,2.10472396538833e-40
"Endothelial Cells","ADGRL4",1.80673962834972e-44,-0.525392807500188,0.488,0.608,4.76563711769805e-40
"Endothelial Cells","IGFBP3",2.21176169948074e-44,1.09041641764803,0.216,0.126,5.83396383472036e-40
"Endothelial Cells","RPL14",2.88108329105505e-44,-0.352489826871424,0.995,0.998,7.59943339681592e-40
"Endothelial Cells","RPS23",3.13237475416832e-44,-0.402761679668518,0.999,0.998,8.26226488906978e-40
"Endothelial Cells","NHP2",3.60672497308873e-44,-0.301764156469487,0.244,0.413,9.51345846151613e-40
"Endothelial Cells","ADAMTS4",4.50617876018785e-44,-0.269590629671026,0.022,0.109,1.18859477157475e-39
"Endothelial Cells","CDC42EP3",5.69221722054193e-44,-0.366907979715508,0.247,0.41,1.50143613626235e-39
"Endothelial Cells","SNHG8",6.54069778318064e-44,-0.344932946823293,0.338,0.512,1.72523985426956e-39
"Endothelial Cells","NCOA7",7.39988045537756e-44,-0.332135939629682,0.177,0.333,1.95186646771494e-39
"Endothelial Cells","PLAT",1.04369027106345e-43,0.450404549068909,0.252,0.256,2.75294182798406e-39
"Endothelial Cells","RPL23",4.97142069780853e-43,-0.277435661533201,0.857,0.869,1.31131163746096e-38
"Endothelial Cells","GIMAP8",6.56941112193139e-43,0.334512436812188,0.486,0.371,1.73281357163184e-38
"Endothelial Cells","FBL",8.45716787280226e-43,-0.277945115796714,0.181,0.335,2.23074716980905e-38
"Endothelial Cells","GFOD1",8.55753403003871e-43,0.311761467200596,0.36,0.233,2.25722075110331e-38
"Endothelial Cells","PRCP",1.1973320807842e-42,-0.47543261064087,0.405,0.57,3.15820282948449e-38
"Endothelial Cells","RPL6",1.45290391045119e-42,-0.413037683848137,0.991,0.995,3.83232464459711e-38
"Endothelial Cells","CD46",1.50819064715698e-42,0.353899237569349,0.578,0.488,3.97815447000597e-38
"Endothelial Cells","PMP22",1.5523680618549e-42,0.392449612260047,0.441,0.314,4.09468123675466e-38
"Endothelial Cells","CD9",2.65014676209203e-42,-0.259822446880029,0.917,0.869,6.99029211437014e-38
"Endothelial Cells","SPARCL1",3.814480064886e-42,0.288581823881056,0.931,0.847,1.00614540671498e-37
"Endothelial Cells","SDPR",4.3396715997958e-42,0.446184450772484,0.764,0.699,1.14467517787814e-37
"Endothelial Cells","SELE",8.76100775339631e-42,-0.425088502708362,0.052,0.156,2.31089101511334e-37
"Endothelial Cells","MEIS2",1.06149887951714e-41,0.320227928173241,0.366,0.246,2.79991559450237e-37
"Endothelial Cells","SLPI",2.05856038686545e-41,0.339083918897478,0.725,0.559,5.42986473243498e-37
"Endothelial Cells","TAGLN2",2.32082900816989e-41,-0.326490978622201,0.986,0.984,6.12165067484972e-37
"Endothelial Cells","FKBP5",4.5309579934352e-41,0.340514296912529,0.465,0.322,1.1951307899284e-36
"Endothelial Cells","SOX4",9.7366350285886e-41,-0.276939091561152,0.173,0.321,2.56823222149082e-36
"Endothelial Cells","PKP4",1.05592263251077e-40,-0.266143274907946,0.135,0.273,2.78520712777365e-36
"Endothelial Cells","CFLAR",1.42425724501656e-40,0.311106946836303,0.66,0.581,3.75676333518018e-36
"Endothelial Cells","LMCD1",1.60243753899411e-40,-0.379856617709015,0.371,0.531,4.22674949660476e-36
"Endothelial Cells","GADD45A",1.63110688613732e-40,-0.285795674701879,0.113,0.241,4.3023706335644e-36
"Endothelial Cells","RPS26",1.63711100160764e-40,-0.348412679074535,0.993,0.989,4.31820768894048e-36
"Endothelial Cells","CXCL12",2.62942484565817e-40,-0.699341691901584,0.23,0.379,6.93563391539257e-36
"Endothelial Cells","CDC25B",4.38065851987672e-40,0.328342088339079,0.353,0.235,1.15548629778788e-35
"Endothelial Cells","PTPRM",5.56142003893942e-40,0.308154355829638,0.473,0.382,1.46693576367105e-35
"Endothelial Cells","RASA4",6.06620631410205e-40,-0.34152456694886,0.112,0.235,1.6000832394707e-35
"Endothelial Cells","ADIPOR2",7.30077161148393e-40,0.324357915211966,0.398,0.284,1.92572452796112e-35
"Endothelial Cells","CAPN2",1.0113311887791e-39,0.288904224724162,0.414,0.356,2.66758827664264e-35
"Endothelial Cells","BRI3",1.87020226426701e-39,0.3436331891863,0.61,0.487,4.9330325124571e-35
"Endothelial Cells","HMGN1",2.23225836838647e-39,-0.260356973069656,0.546,0.617,5.888027898293e-35
"Endothelial Cells","TMEM109",4.77781422188644e-39,0.281184235786562,0.574,0.477,1.26024405730699e-34
"Endothelial Cells","MT-ND3",6.27032175384763e-39,-0.468370181471728,0.997,0.996,1.65392276901239e-34
"Endothelial Cells","PTRF",7.70554178548091e-39,0.296865406932014,0.868,0.817,2.0324907567563e-34
"Endothelial Cells","ASAH1",8.85577748762455e-39,0.262317910117544,0.712,0.562,2.33588842791073e-34
"Endothelial Cells","MAOA",1.19653857217127e-38,0.343162548878467,0.473,0.337,3.15610979181616e-34
"Endothelial Cells","PIR",1.46249580409988e-38,0.309033775765243,0.324,0.212,3.85762518247425e-34
"Endothelial Cells","PSAP",1.67956954042402e-38,0.309164627454811,0.949,0.913,4.43020057677644e-34
"Endothelial Cells","FAM65A",1.99843308892657e-38,0.283619612806387,0.438,0.332,5.27126695866162e-34
"Endothelial Cells","EDNRB",2.17782190745679e-38,0.642233953676324,0.191,0.181,5.74444084529877e-34
"Endothelial Cells","ATP1B3",5.80955290292605e-38,-0.348302593654645,0.28,0.433,1.5323857692048e-33
"Endothelial Cells","CLIC4",6.33035841729642e-38,0.326270137265559,0.682,0.606,1.66975863973028e-33
"Endothelial Cells","PPP1R15A",6.67893747345851e-38,0.547815979126453,0.735,0.606,1.76170333737415e-33
"Endothelial Cells","ARF1",7.46035923521206e-38,0.294304966774226,0.876,0.793,1.96781895547189e-33
"Endothelial Cells","SERBP1",7.52197576722831e-38,-0.33994128013753,0.482,0.629,1.98407154812181e-33
"Endothelial Cells","IGFBP4",8.0831905022528e-38,-0.331040982832215,0.827,0.911,2.13210315877922e-33
"Endothelial Cells","TSC22D3",1.65550086723315e-37,0.272163634043681,0.858,0.736,4.36671463750087e-33
"Endothelial Cells","ACVRL1",1.82362402004219e-37,0.289413153026595,0.696,0.558,4.81017307766529e-33
"Endothelial Cells","CTGF",3.10574998186641e-37,-0.710485690900585,0.296,0.452,8.19203672716904e-33
"Endothelial Cells","SH2D3C",5.05230053322431e-37,0.310635307066028,0.475,0.354,1.33264531164858e-32
"Endothelial Cells","ESAM",6.67916899497404e-37,0.351053175692964,0.804,0.734,1.7617644058043e-32
"Endothelial Cells","GLO1",1.6066728411584e-36,0.296948258859761,0.453,0.35,4.23792095312351e-32
"Endothelial Cells","RPLP2",2.63428422271021e-36,-0.28019194796631,0.996,0.996,6.94845149424273e-32
"Endothelial Cells","HILPDA",2.68572074132731e-36,-0.380294897723653,0.053,0.148,7.08412559939904e-32
"Endothelial Cells","RSL1D1",3.65208021873806e-36,-0.266877619475474,0.201,0.346,9.63309199296538e-32
"Endothelial Cells","NDUFA12",4.18334238433439e-36,0.298822958199031,0.516,0.465,1.10344022071588e-31
"Endothelial Cells","CALCOCO2",4.95363980917746e-36,0.268700879897089,0.452,0.374,1.30662157246674e-31
"Endothelial Cells","TIMP1",5.79685293362058e-36,-0.699567249225955,0.95,0.957,1.5290358983011e-31
"Endothelial Cells","SPTBN1",9.26844807740769e-36,0.319655692014865,0.857,0.802,2.44473854937783e-31
"Endothelial Cells","SLC38A2",9.42776074248405e-36,-0.366211007822574,0.255,0.4,2.48676045104502e-31
"Endothelial Cells","TAGLN",1.28315780917087e-35,-0.328265159773811,0.123,0.247,3.38458535325e-31
"Endothelial Cells","CAV1",1.9298731733489e-35,-0.373997763582203,0.948,0.965,5.09042646934239e-31
"Endothelial Cells","ARPC5L",2.00170376486631e-35,-0.282331586648496,0.221,0.364,5.27989402058787e-31
"Endothelial Cells","BAIAP2",6.19829849348902e-35,0.272019074069439,0.28,0.182,1.6349251936276e-30
"Endothelial Cells","FXYD5",6.79239378577656e-35,-0.250657873207896,0.874,0.895,1.79162970887428e-30
"Endothelial Cells","NKTR",7.72690035092387e-35,0.295674144147867,0.477,0.42,2.03812450556319e-30
"Endothelial Cells","BST2",1.06929584350283e-34,-0.346460155553712,0.836,0.912,2.82048164640743e-30
"Endothelial Cells","SERF2",1.11309207238884e-34,-0.267661344282184,0.998,0.993,2.93600295934004e-30
"Endothelial Cells","MRPL33",1.35105466780478e-34,-0.33516637168247,0.41,0.551,3.56367689726868e-30
"Endothelial Cells","ADAMTS1",1.74575336386679e-34,-0.643267483317451,0.228,0.353,4.60477364787144e-30
"Endothelial Cells","PKHD1L1",1.84582083354367e-34,0.346425475644286,0.143,0.061,4.86872161263815e-30
"Endothelial Cells","PROCR",1.9880986077037e-34,-0.340762376115738,0.201,0.331,5.24400769754004e-30
"Endothelial Cells","CCND3",2.15837637464625e-34,0.292286653211887,0.507,0.42,5.6931493634044e-30
"Endothelial Cells","GABARAPL1",2.87432861350537e-34,0.306780681757361,0.412,0.32,7.58161658384313e-30
"Endothelial Cells","ACE",3.44748959518774e-34,-0.25651430459368,0.15,0.279,9.0934433052267e-30
"Endothelial Cells","TGM2",4.39851159997438e-34,0.334408139162463,0.651,0.57,1.16019540472524e-29
"Endothelial Cells","B3GALNT1",5.09853218551962e-34,0.279365166278485,0.222,0.147,1.34483983457451e-29
"Endothelial Cells","EIF3E",5.92477461282849e-34,-0.287516925700513,0.568,0.634,1.56277779962577e-29
"Endothelial Cells","COTL1",6.67758286991895e-34,-0.288090349105962,0.394,0.448,1.76134603359852e-29
"Endothelial Cells","RPL4",8.06693323305161e-34,-0.260476105882142,0.94,0.953,2.12781497888202e-29
"Endothelial Cells","ARRDC3",1.44973812658618e-33,-0.25944170523478,0.134,0.258,3.82397425649635e-29
"Endothelial Cells","PRDX2",1.65109344125709e-33,-0.255426911545697,0.369,0.524,4.35508917000383e-29
"Endothelial Cells","PVRL2",1.85328275730116e-33,-0.288412266231223,0.36,0.508,4.88840392893326e-29
"Endothelial Cells","FOSL2",2.08911082180604e-33,-0.299166618229499,0.2,0.335,5.51044761467778e-29
"Endothelial Cells","PPP3CA",6.22296367612614e-33,-0.261049223839377,0.166,0.294,1.64143112885179e-28
"Endothelial Cells","ITM2A",1.3403631602347e-32,-0.34665025410211,0.61,0.727,3.53547590775106e-28
"Endothelial Cells","PRKCE",1.87270796789468e-32,0.375746164837193,0.481,0.351,4.93964180691581e-28
"Endothelial Cells","CAPZA2",2.93239447551154e-32,0.251121084238796,0.747,0.696,7.73477690805679e-28
"Endothelial Cells","NAP1L1",3.13091497459949e-32,-0.298990796388107,0.443,0.562,8.25841442850108e-28
"Endothelial Cells","MALL",6.39622201874318e-32,-0.278268848898497,0.136,0.255,1.68713148188389e-27
"Endothelial Cells","HSP90AB1",1.06580512209708e-31,-0.253799122620545,0.974,0.976,2.81127417055546e-27
"Endothelial Cells","ARHGAP29",4.1976158258221e-31,0.274722908939888,0.745,0.67,1.1072051263771e-26
"Endothelial Cells","BAX",4.42638405130864e-31,-0.266594656773156,0.269,0.412,1.16754732121368e-26
"Endothelial Cells","ETS1",5.15735172327479e-31,-0.25244905388326,0.242,0.381,1.36035466404819e-26
"Endothelial Cells","FBLN2",5.45083428142319e-31,-0.27307202637865,0.085,0.188,1.43776655841099e-26
"Endothelial Cells","H1FX",5.61361227991957e-31,0.282264701333661,0.295,0.23,1.48070251107439e-26
"Endothelial Cells","BTG2",6.85617793147845e-31,0.257681120892129,0.407,0.45,1.80845405298607e-26
"Endothelial Cells","ABI3BP",9.63345081591942e-31,0.423268328050942,0.288,0.17,2.54101532171507e-26
"Endothelial Cells","UPP1",3.25781896828631e-30,-0.342833091049059,0.162,0.275,8.59314909264879e-26
"Endothelial Cells","S100A13",4.80565551247443e-30,-0.252120638608103,0.568,0.707,1.26758775452538e-25
"Endothelial Cells","CTSL",5.62168018997407e-30,0.334757026161045,0.481,0.361,1.48283058370946e-25
"Endothelial Cells","VAT1",6.22291001426798e-30,0.305078251617061,0.574,0.463,1.64141697446347e-25
"Endothelial Cells","MLLT4",7.63084246944092e-30,0.256416687477369,0.378,0.289,2.01278731816443e-25
"Endothelial Cells","RPL21",1.44386700812471e-29,-0.299644501417898,0.989,0.988,3.80848800733054e-25
"Endothelial Cells","SLC44A2",2.20747904571324e-29,0.269332538869685,0.536,0.441,5.8226674788778e-25
"Endothelial Cells","FN1",2.43409589439496e-29,-0.556599177084459,0.242,0.353,6.42041474064558e-25
"Endothelial Cells","ARGLU1",2.46073584866941e-29,0.290268465806965,0.625,0.644,6.49068294803531e-25
"Endothelial Cells","SAT1",2.57954897281265e-29,-0.294384630754062,0.944,0.927,6.80407632558792e-25
"Endothelial Cells","CRIP2",3.46500698403562e-29,-0.258796856087329,0.808,0.896,9.13964892179077e-25
"Endothelial Cells","F8",6.08845952228412e-29,0.416865183042644,0.365,0.357,1.60595296819288e-24
"Endothelial Cells","CST3",1.25241128967492e-28,-0.401363929937681,0.962,0.965,3.30348525877552e-24
"Endothelial Cells","RPL22",2.56904983371558e-28,-0.270683881554711,0.988,0.99,6.77638274639159e-24
"Endothelial Cells","PFDN2",2.58439135513045e-28,-0.254470123143688,0.291,0.426,6.81684907742758e-24
"Endothelial Cells","GSN",5.62816461752158e-28,0.409055988181303,0.961,0.925,1.48454098116367e-23
"Endothelial Cells","RNF144B",7.17026364322447e-28,0.29993582389594,0.424,0.301,1.89130044117332e-23
"Endothelial Cells","C4orf32",1.81321093910109e-27,-0.25150084986885,0.145,0.245,4.78270649406696e-23
"Endothelial Cells","KLF9",1.98325845006372e-27,0.273895657178504,0.527,0.469,5.23124081373307e-23
"Endothelial Cells","LRRC32",2.00262642539924e-27,0.304271216830337,0.488,0.387,5.28232772227557e-23
"Endothelial Cells","RPL9",2.28936376179385e-27,-0.292937013497822,0.991,0.989,6.03865479448365e-23
"Endothelial Cells","HEY1",2.32075898118641e-27,0.286238597396516,0.394,0.262,6.1214659646754e-23
"Endothelial Cells","CD58",2.49359225312841e-27,0.280581202164945,0.408,0.287,6.5773482860768e-23
"Endothelial Cells","SOD2",2.52470459140412e-27,-0.339912829444426,0.512,0.495,6.65941330074664e-23
"Endothelial Cells","CAP1",3.3261483038556e-27,0.278810696887353,0.578,0.488,8.7733813810799e-23
"Endothelial Cells","TMTC1",4.14871666048109e-27,0.251389837735033,0.352,0.263,1.0943069935351e-22
"Endothelial Cells","IFI16",4.89578485499524e-27,-0.297435326532911,0.525,0.645,1.29136117120209e-22
"Endothelial Cells","ANGPTL4",6.83504014705602e-27,-0.275378159056461,0.064,0.142,1.80287853958897e-22
"Endothelial Cells","HLA-A",8.11930784755643e-27,0.328647680817688,1,0.998,2.14162983094996e-22
"Endothelial Cells","JUNB",1.27752069508224e-26,0.515489327629831,0.984,0.949,3.36971633741842e-22
"Endothelial Cells","AES",1.42771128337934e-26,0.265320785291354,0.599,0.508,3.76587405216968e-22
"Endothelial Cells","ASS1",1.79592797421615e-26,-0.261443310476819,0.332,0.468,4.73711921758994e-22
"Endothelial Cells","STMN1",2.89498680044567e-26,-0.341457265433745,0.261,0.385,7.63610668353554e-22
"Endothelial Cells","KLF10",8.75135053563271e-26,0.285278901775515,0.426,0.335,2.30834373078384e-21
"Endothelial Cells","CD59",1.09078067417886e-25,0.406324114598399,0.956,0.956,2.87715218428157e-21
"Endothelial Cells","CCL23",1.1989285903108e-25,0.967636470927453,0.198,0.188,3.16241394266281e-21
"Endothelial Cells","CLEC14A",1.28129188322377e-25,0.282860288217719,0.814,0.783,3.37966360037935e-21
"Endothelial Cells","FUS",2.8247388666481e-25,-0.271738678168855,0.466,0.595,7.45081370855771e-21
"Endothelial Cells","C9orf16",5.44162228114621e-25,-0.253438130145362,0.439,0.562,1.43533670909794e-20
"Endothelial Cells","EEF1A1",6.29169410508092e-25,-0.310082566685479,1,1,1.65956015409719e-20
"Endothelial Cells","TUBB6",7.0591793676396e-25,-0.26197631574055,0.225,0.341,1.8619997418023e-20
"Endothelial Cells","PRDX1",7.76492711314235e-25,0.256562871836115,0.979,0.959,2.04815482463356e-20
"Endothelial Cells","PHLDA1",9.21057153235346e-25,-0.26525505259829,0.219,0.339,2.42947245308887e-20
"Endothelial Cells","TOMM5",1.22381558245081e-24,-0.251049499966818,0.334,0.462,3.2280583618305e-20
"Endothelial Cells","RPL30",2.31376664425252e-24,-0.274820889791595,0.999,0.999,6.10302227754486e-20
"Endothelial Cells","TMEM204",3.28631022676583e-24,0.254278804442191,0.5,0.456,8.66830048514022e-20
"Endothelial Cells","RBM3",4.74971043959544e-24,0.259304487337371,0.831,0.752,1.25283112265209e-19
"Endothelial Cells","EHD4",5.05114798147503e-24,-0.258006102261065,0.239,0.353,1.33234130307367e-19
"Endothelial Cells","ITGA6",7.43436642789574e-24,-0.301945811320211,0.418,0.545,1.96096283268606e-19
"Endothelial Cells","SLC20A1",7.43857261269613e-24,-0.274636951212561,0.151,0.252,1.96207229805086e-19
"Endothelial Cells","RPS28",8.09105023949279e-24,-0.31091954865937,0.999,0.999,2.13417632167101e-19
"Endothelial Cells","F2RL3",1.47873335419646e-23,0.345502011615581,0.218,0.132,3.900454968364e-19
"Endothelial Cells","PRKCDBP",5.34627197955834e-23,-0.252734082795068,0.317,0.44,1.4101861600481e-18
"Endothelial Cells","CLDN5",6.38895814283222e-23,0.257771634981511,0.94,0.898,1.68521548933486e-18
"Endothelial Cells","NEAT1",1.29330523419963e-22,0.341697571863071,0.974,0.958,3.41135121624837e-18
"Endothelial Cells","SELM",4.34608269171944e-22,-0.269024286639538,0.371,0.489,1.14636623159484e-17
"Endothelial Cells","CCND1",9.1620166789988e-22,-0.381657158295759,0.21,0.29,2.41666513941951e-17
"Endothelial Cells","SWAP70",1.62065828177326e-21,-0.270138435056663,0.371,0.472,4.27481034983334e-17
"Endothelial Cells","YWHAH",2.18701953821377e-21,0.254881487918585,0.607,0.501,5.76870143594647e-17
"Endothelial Cells","ICAM2",2.62110047813115e-21,0.29260706850276,0.768,0.727,6.91367673116653e-17
"Endothelial Cells","IL32",3.21888411527815e-21,-0.518735900916958,0.464,0.498,8.49045063086918e-17
"Endothelial Cells","PLAC9",7.99809989815414e-21,0.256701020248685,0.26,0.193,2.10965881013612e-16
"Endothelial Cells","NUPR1",1.20869156352521e-20,0.261446019749385,0.4,0.338,3.18816573711046e-16
"Endothelial Cells","ADIRF",4.43056102097258e-20,-0.464530209311211,0.584,0.668,1.16864908050194e-15
"Endothelial Cells","CEBPD",5.41789689754258e-20,0.395008476556169,0.812,0.727,1.42907866466481e-15
"Endothelial Cells","EMP1",1.12784184331815e-19,-0.472089565418752,0.574,0.667,2.97490843012029e-15
"Endothelial Cells","FABP4",1.15674914745142e-19,-0.29973771913561,0.111,0.075,3.0511572262326e-15
"Endothelial Cells","DUSP1",1.19490549023556e-19,0.276225168557549,0.993,0.978,3.15180221159433e-15
"Endothelial Cells","HSPA1B",3.11413299144957e-19,1.00838793971122,0.597,0.578,8.21414859154653e-15
"Endothelial Cells","NRP1",3.81875095302543e-19,-0.306263113596361,0.339,0.444,1.00727193887952e-14
"Endothelial Cells","C8orf4",8.8720267971799e-19,-0.298424002436018,0.467,0.582,2.34017450829214e-14
"Endothelial Cells","PLPP3",2.30946432843279e-18,-0.315238458056887,0.271,0.351,6.09167405910717e-14
"Endothelial Cells","ID2",1.51596245937339e-17,0.263676845978278,0.399,0.322,3.9986541790892e-13
"Endothelial Cells","MT1X",2.98318691351302e-17,0.492704923835146,0.56,0.501,7.86875212177329e-13
"Endothelial Cells","EFEMP1",4.10154652010178e-17,-0.344383970276742,0.061,0.125,1.08186492560725e-12
"Endothelial Cells","RAMP3",1.11776362766629e-16,0.299906113707096,0.736,0.706,2.94832512069537e-12
"Endothelial Cells","CD14",1.39582571697541e-16,-0.342984219259418,0.175,0.249,3.68176949366604e-12
"Endothelial Cells","AKAP12",1.54046364631754e-16,-0.36009764562234,0.154,0.227,4.06328095989179e-12
"Endothelial Cells","MMRN1",4.25039603538716e-16,-0.389202350066106,0.156,0.241,1.12112696225407e-11
"Endothelial Cells","ADGRG6",6.0975343990321e-16,0.256172297010888,0.301,0.231,1.6083466484327e-11
"Endothelial Cells","HBB",5.32175937048261e-15,2.03300683004486,0.125,0.074,1.4037204691522e-10
"Endothelial Cells","CYP1B1",1.86298154060448e-14,0.3367250159117,0.185,0.125,4.91398640965244e-10
"Endothelial Cells","JUN",5.41029719951527e-14,0.406465052421819,0.978,0.943,1.42707409231614e-09
"Endothelial Cells","DNAJB1",9.58842984535798e-14,0.691280215672475,0.559,0.483,2.52914014031007e-09
"Endothelial Cells","RASD1",1.29396952243469e-13,0.339819691679617,0.127,0.087,3.41310340932599e-09
"Endothelial Cells","SPARC",1.88337393016066e-13,-0.277741022885906,0.752,0.819,4.96777541558478e-09
"Endothelial Cells","SGK1",1.29279663230444e-10,0.28510445124506,0.571,0.521,3.41000967702942e-06
"Endothelial Cells","RAMP2",8.1918243010593e-10,-0.297881755640043,0.945,0.948,2.16075749589041e-05
"Endothelial Cells","CXCL2",7.49916723027056e-08,0.502166995846073,0.249,0.219,0.00197805534032847
"Endothelial Cells","HSPA1A",1.62252317911175e-06,0.75571293960883,0.846,0.796,0.0427972938954306
"Endothelial Cells","GADD45B",4.00663420734876e-06,0.31816798881073,0.795,0.741,0.105682990487238
"Endothelial Cells","SOSTDC1",4.94307445712094e-06,0.255379103456025,0.11,0.083,0.130383474955479
